time[s], rv1_mhd[m/s], rv2_mhd[m/s], rv3_mhd[m/s], rv4_mhd[m/s], rv5_mhd[m/s], sampling_grid[1=yes;0=no]
2.612681 -0.719311 -1.328327 -0.594502 -1.411178 -0.751893 0 
2.613376 -0.708096 -1.107549 -0.154201 -0.301000 -0.284636 0 
2.614070 0.187546 0.392763 -1.158212 -1.142636 0.231842 0 
2.614765 0.176644 0.245525 -0.039813 -0.283731 -0.454428 0 
2.615459 -0.306819 -0.543217 0.233511 -0.506882 0.027224 0 
2.616154 -0.305013 0.081889 -1.650890 -1.328175 -0.012397 0 
2.616848 -0.116888 0.553486 0.271516 -0.913613 -1.625389 0 
2.617543 -0.847734 -0.400806 0.145590 -0.530523 -0.332024 0 
2.618237 0.689671 0.544907 -1.334520 -1.292402 0.296405 0 
2.618932 -0.823477 -0.081036 -0.676472 -0.585462 0.062119 0 
2.619626 -0.291615 0.011438 0.512032 -1.299062 -1.094250 0 
2.620321 -0.416549 0.283844 -0.959412 -0.027873 0.216280 0 
2.621015 0.643206 -1.533521 0.697473 -0.432179 0.058934 0 
2.621710 0.645731 -1.080753 -0.482403 0.177283 0.259192 0 
2.622404 0.072373 -1.137449 0.012262 -0.934272 -0.870562 0 
2.623099 -0.484431 -1.143286 -0.535872 -0.015562 -0.662688 0 
2.623793 -0.328839 -1.218445 0.189077 -0.169242 -0.797963 0 
2.624488 -0.649809 -0.948989 -0.743037 1.144677 -0.181119 0 
2.625182 -1.084519 0.540878 -0.527878 -0.028192 -0.708708 0 
2.625877 -1.313083 0.272421 0.196876 -0.102531 -1.125700 0 
2.626571 -0.058326 -0.361971 0.028191 0.573032 0.478960 0 
2.627266 -1.408093 -0.646702 0.211796 -0.587984 -1.064965 0 
2.627960 -0.262267 0.221045 -0.837331 0.741595 0.880648 0 
2.628655 -0.672214 -0.534356 -0.566950 0.808909 0.550494 0 
2.629349 -0.706105 -0.755598 -0.499210 0.541977 -0.084554 0 
2.630044 -0.754261 -0.261135 -0.727832 0.815873 0.401750 0 
2.630738 -0.125650 0.324754 -0.894976 1.312076 -1.073523 0 
2.631433 -0.542041 -0.448938 -1.128738 -0.017115 0.137477 0 
2.632127 -0.486431 0.301229 -0.743880 0.463961 -0.949987 0 
2.632822 -0.843367 -0.326208 -0.620573 1.064948 -0.465848 0 
2.633516 -0.303145 -0.335637 -0.206341 -0.134558 -0.729158 0 
2.634211 -0.555666 -0.171666 -0.848709 -0.032022 0.309554 0 
2.634905 -0.755011 -0.585249 -1.472467 1.034064 -1.065271 0 
2.635600 -0.059023 -1.122458 0.479632 0.187462 0.208709 0 
2.636294 0.680562 -0.121954 0.577308 0.026119 -0.502419 0 
2.636989 -1.352853 -1.428085 -0.045125 1.667129 0.594484 0 
2.637683 -0.934882 0.222839 0.350624 1.380710 0.934670 0 
2.638378 0.642711 1.554431 -0.412759 0.084910 -0.452013 0 
2.639072 0.000481 0.149492 -0.607088 1.666898 -1.051467 0 
2.639767 1.031777 0.150236 0.358892 0.662596 -0.552469 0 
2.640461 0.521640 -0.150108 -0.246399 -0.060515 0.192576 0 
2.641156 -0.342683 -1.315390 -0.296263 1.973606 -0.078693 0 
2.641850 -0.016642 -1.029545 0.508038 0.632383 -1.347308 0 
2.642545 0.307668 0.573982 -0.167399 0.905754 0.544001 0 
2.643239 -0.068224 0.591636 -0.191560 0.376234 -0.351932 0 
2.643934 0.795987 -0.395608 -0.055997 0.820529 0.199121 0 
2.644628 0.943587 -0.257141 -0.126698 0.600973 -0.035845 0 
2.645323 -0.744531 -0.530266 0.428219 0.735739 1.116165 0 
2.646017 0.347138 -0.025486 0.023715 0.652692 -0.465264 0 
2.646712 1.310621 -1.223127 0.204371 1.291728 0.579315 0 
2.647406 -0.291998 -0.847769 0.289856 0.665575 1.229663 0 
2.648101 -0.479835 -0.395044 -0.877140 0.607834 0.243718 0 
2.648795 0.033948 -0.584090 -0.123166 1.611650 -0.687343 0 
2.649490 -0.109669 -0.983685 -0.466398 0.755654 -0.177176 0 
2.650184 -0.115738 -1.437511 0.766067 1.318858 1.090794 0 
2.650879 0.075788 -0.272218 0.512681 0.288458 1.311392 0 
2.651573 -0.535973 -0.079109 0.034845 1.183588 1.188111 0 
2.652268 -0.085778 0.624193 0.835686 1.436156 0.454511 0 
2.652962 -0.861942 -0.341040 -0.843845 0.868837 -0.213134 0 
2.653657 -0.496442 -0.790226 -0.016101 -1.065236 0.010307 0 
2.654351 -0.770639 0.545743 -0.474086 1.037548 -0.901516 0 
2.655045 -0.546336 -0.633234 -0.891171 -0.275864 0.522504 0 
2.655740 0.041186 0.634929 1.363490 1.557413 -0.296591 0 
2.656434 -0.777606 0.098668 0.935778 0.431834 -0.781930 0 
2.657129 0.028783 0.617451 0.398126 0.878332 0.106511 0 
2.657823 -0.457692 0.248904 0.008781 1.365707 -1.098308 0 
2.658518 -1.556497 0.329476 -0.546618 1.033226 0.766559 0 
2.659212 0.287824 0.515965 1.357218 0.704491 0.288148 0 
2.659907 -1.230075 0.818314 0.572895 -0.032467 0.043435 0 
2.660601 0.207153 -0.038757 -0.017584 0.321339 0.362207 0 
2.661296 -0.720956 0.050273 -0.846918 -0.196097 -0.149706 0 
2.661990 -1.237846 0.321371 0.062574 0.176717 1.235655 0 
2.662685 -0.328649 0.551258 0.202679 0.116042 0.792019 0 
2.663379 -0.410230 0.183346 -0.236322 -0.385490 -1.295439 0 
2.664074 -0.001799 -1.381561 0.867493 0.120487 -0.033829 0 
2.664768 -0.874471 -0.888442 -0.137646 -0.593495 -0.792972 0 
2.665463 0.103062 -0.109138 -0.248479 -0.739285 -0.093464 0 
2.666157 0.531117 0.373977 0.062494 0.440876 -0.064417 0 
2.666852 0.219091 0.148897 -0.053232 0.114226 0.362150 0 
2.667546 -0.545161 -0.980210 1.331440 0.200040 -0.702141 0 
2.668241 0.788393 -0.219402 0.167544 0.530172 0.084973 0 
2.668935 -0.782804 0.504653 1.252115 0.176691 -0.055746 0 
2.669630 -0.400089 -1.092498 0.977952 1.110036 0.375475 0 
2.670324 0.504959 -0.672858 0.240767 0.842070 0.820315 0 
2.671019 -0.202674 0.497383 -0.050679 0.126803 -0.533469 0 
2.671713 -0.222972 0.437977 0.087966 -0.484529 -0.350915 0 
2.672408 -0.471277 0.134008 0.828247 -0.319052 -0.870810 0 
2.673102 -0.341030 0.636131 -0.687991 0.274574 -0.866903 0 
2.673797 -0.394833 0.746553 0.404492 0.027651 -0.212123 0 
2.674491 -0.934546 -0.612621 0.079189 0.184179 -1.261588 0 
2.675186 0.111410 0.446736 0.088565 0.563071 -0.435940 0 
2.675880 0.080080 -0.441192 -0.124715 0.777965 -1.077025 0 
2.676575 0.132686 0.646195 0.510465 0.553865 -0.344993 0 
2.677269 0.199502 0.282695 -0.151364 0.083366 0.348995 0 
2.677964 -0.220144 -0.121925 0.247379 1.014662 0.113257 0 
2.678658 -0.057058 0.471714 -0.561266 0.983627 -0.643086 0 
2.679353 -0.464822 -0.693946 0.079778 -0.005113 -0.238783 0 
2.680047 -0.692560 -0.322307 1.218319 0.163279 0.743958 0 
2.680742 -0.294913 0.325787 -0.535690 1.128171 -0.557059 0 
2.681436 0.587051 1.023634 -0.920409 -0.062607 -1.079801 0 
2.682131 -0.033666 0.096868 -0.316199 -0.146097 -0.569503 0 
2.682825 -0.988502 0.298036 -1.107067 0.112003 0.006344 0 
2.683520 -0.730701 1.714974 -0.599674 0.053716 -0.416001 0 
2.684214 -0.682510 -0.064792 -0.078141 0.544572 -1.723779 0 
2.684909 -1.002654 0.594143 0.439495 0.005597 0.384772 0 
2.685603 -0.159022 0.680669 0.121895 -0.271443 -0.561861 0 
2.686298 0.044644 -0.013785 -0.646634 0.438673 -1.166052 0 
2.686992 -0.317925 -0.088187 0.020817 -0.202375 -0.290717 0 
2.687687 0.025216 0.087461 -0.454254 0.145898 -0.018186 0 
2.688381 0.328283 0.048787 -1.238932 0.394053 -0.246559 0 
2.689076 -1.134201 -0.327550 -0.434865 0.568589 -0.664745 0 
2.689770 -0.591342 -0.403232 0.891227 0.809221 0.367686 0 
2.690465 -0.579372 -0.191236 -1.172031 1.267062 -0.148455 0 
2.691159 -0.660299 1.114771 -0.590847 -0.393684 -1.443578 0 
2.691854 -0.338650 -0.088318 -0.438754 1.223334 0.297623 0 
2.692548 -0.143971 1.412664 0.158338 0.193078 -0.427502 0 
2.693243 -0.079806 0.887883 -0.761826 0.586634 -0.550140 0 
2.693937 -0.252045 -0.533490 -0.350276 0.238716 -0.813520 0 
2.694632 -0.222360 0.361512 -1.508491 -0.553660 0.866285 0 
2.695326 -1.131830 0.679446 -0.575630 -0.440376 0.141243 0 
2.696021 -1.326980 0.138627 -0.438073 0.626308 0.022259 0 
2.696715 -0.543749 0.261353 0.556620 0.581879 -0.318983 0 
2.697410 -1.100406 0.851173 0.079013 0.396022 -0.501036 0 
2.698104 -0.078241 -0.348625 0.132690 0.415589 -0.981858 0 
2.698799 -1.392663 0.045147 -0.896796 -0.487483 -1.221403 0 
2.699493 0.333802 0.431543 -0.434029 -0.927770 0.366406 0 
2.700188 -0.207454 0.274106 0.638198 0.302850 -0.388090 0 
2.700882 -0.767494 0.906805 0.188296 0.312537 -0.063363 0 
2.701576 -1.629873 1.784711 0.238366 0.074120 -0.303639 0 
2.702271 0.106702 0.307820 -1.149882 -0.416023 -1.274281 0 
2.702965 0.197913 0.250462 -0.600971 -0.048304 -0.436895 0 
2.703660 -1.345642 0.592410 -0.443649 0.815733 0.117693 0 
2.704354 -0.618056 -0.485226 0.245593 -1.304304 0.158142 0 
2.705049 -0.675371 -0.105730 -0.889350 -0.560463 -0.444008 0 
2.705743 0.096041 0.087013 -0.142665 0.222332 -0.906779 0 
2.706438 0.004054 -0.332207 0.057249 1.317144 -0.506076 0 
2.707132 0.348150 0.676498 0.294882 -0.123586 -0.210011 0 
2.707827 -0.002323 1.226729 -0.703077 -0.900284 -0.240274 0 
2.708521 -0.191392 0.554225 0.009795 0.728784 -1.555641 0 
2.709216 0.002484 0.455959 -0.502079 0.112850 -0.154242 0 
2.709910 -0.563711 0.921255 0.287084 -0.461778 0.503159 0 
2.710605 -0.228793 1.104657 -0.429264 0.142525 0.165832 0 
2.711299 -0.124316 2.258514 -1.196674 0.483851 -0.098482 0 
2.711994 -0.331891 0.398130 -0.758070 0.835256 -0.418715 0 
2.712688 0.250883 1.379759 -1.079213 1.261465 0.828344 0 
2.713383 -0.029959 1.532840 -0.121500 -0.745456 0.162527 0 
2.714077 0.167749 1.279964 -1.272122 -0.875932 0.748317 0 
2.714772 -0.926305 0.484575 -0.848111 0.589246 -0.154297 0 
2.715466 0.391897 0.761538 -0.542245 0.302416 -0.294614 0 
2.716161 -1.600587 1.106977 0.219831 -0.087432 0.409430 0 
2.716855 1.371412 0.415078 -0.273106 -0.422878 0.921058 0 
2.717550 -0.402720 1.248241 0.006284 -0.745998 -0.206603 0 
2.718244 0.800123 0.659445 0.190369 0.603933 0.947125 0 
2.718939 0.824812 1.155574 -0.655570 -0.394330 0.137090 0 
2.719633 0.325831 0.733518 0.044647 -0.048332 -0.684167 0 
2.720328 0.507364 1.143694 0.357714 -0.060036 1.511995 0 
2.721022 -0.044435 0.887953 -0.075655 0.758796 0.206019 0 
2.721717 -0.194467 0.798191 -0.545661 -0.663907 -0.514376 0 
2.722411 0.158343 -0.524649 -0.531577 -1.208833 -0.303180 0 
2.723106 0.614239 0.576172 0.894066 -0.251284 0.367042 0 
2.723800 0.715980 1.981858 -0.222964 -0.325748 -0.483278 0 
2.724495 0.789933 -0.309213 -1.101599 0.226625 -0.333890 0 
2.725189 1.115351 -0.536183 -0.265023 0.139856 -0.291881 0 
2.725884 -0.030910 0.690807 -1.134358 -0.052475 -0.475707 0 
2.726578 -0.113370 0.232713 -0.401973 0.514560 0.435623 0 
2.727273 0.609870 -1.601314 -0.729579 0.462987 0.280505 0 
2.727967 0.889973 0.120133 -0.134164 0.240074 0.716008 0 
2.728662 0.026950 -0.010759 0.492714 0.991339 0.393333 0 
2.729356 -0.487889 0.009957 -1.256314 0.632807 0.509005 0 
2.730051 0.364350 1.186118 -0.213304 0.432316 0.647181 0 
2.730745 0.191115 0.169747 -1.028096 1.226039 -0.767176 0 
2.731440 0.394812 0.283790 0.422783 0.989189 0.045975 0 
2.732134 0.766249 1.663891 -0.232623 1.099201 -0.253830 0 
2.732829 0.364464 -0.185242 0.431494 -0.078894 0.125792 0 
2.733523 -0.264610 -0.454103 1.053690 -0.430196 0.501824 0 
2.734218 -0.529839 0.861522 0.797667 0.499464 0.406472 0 
2.734912 0.410225 -0.266762 1.183788 -0.222038 -1.431694 0 
2.735607 0.356686 -0.604234 -0.063646 0.782279 -1.306651 0 
2.736301 0.404457 -0.557005 -0.113551 0.459785 -0.117363 0 
2.736996 -0.088048 0.099074 -0.136341 0.618038 0.732701 0 
2.737690 1.328762 0.334864 0.564089 -0.129024 -0.706436 0 
2.738385 0.379340 -0.213853 0.533558 0.324659 0.307254 0 
2.739079 0.486324 0.509996 0.293312 0.229411 1.316816 0 
2.739774 0.506181 -1.237218 -0.758569 0.743214 0.368145 0 
2.740468 1.267908 0.932649 -0.823615 0.202079 -1.029372 0 
2.741163 1.475469 -1.144968 0.331753 0.084224 -0.055542 0 
2.741857 1.839412 -0.019671 0.658096 0.804618 -0.439590 0 
2.742552 1.522849 -0.896229 -0.051379 -0.484149 -0.256613 0 
2.743246 1.107274 0.610099 1.137049 -0.755630 -0.324693 0 
2.743941 0.908185 0.323533 -0.076654 0.924691 -0.382152 0 
2.744635 0.757419 0.212320 0.628351 -0.614210 -1.014865 0 
2.745330 1.137665 -0.005039 0.436622 0.413644 -0.736167 0 
2.746024 0.939961 -0.052941 -0.046952 -1.364401 -0.235651 0 
2.746719 -0.155935 -0.140870 -0.480987 0.775235 -1.227474 0 
2.747413 0.169048 -0.307974 -0.333232 0.424307 -0.793524 0 
2.748108 0.333440 -0.469589 0.411171 -0.531071 -0.792557 0 
2.748802 0.869572 0.746274 -0.699177 0.097451 -0.774312 0 
2.749496 -0.511902 -0.339528 0.207129 -0.601765 -0.406887 0 
2.750191 -0.099398 -0.255816 0.805849 0.464047 -0.435388 0 
2.750885 -0.059425 -0.764242 -0.322680 -0.184435 -1.089057 0 
2.751580 -0.297916 0.591028 -0.671007 0.595887 -0.904340 0 
2.752274 -0.279321 0.499509 -0.064477 -0.744489 -1.301578 0 
2.752969 -0.055390 -0.289550 -0.330995 0.624417 -2.194083 0 
2.753663 0.285154 0.774154 -0.504114 -1.077335 -1.067273 0 
2.754358 0.682089 -0.222330 -0.861678 -0.684354 -0.539898 0 
2.755052 -0.103998 0.001634 0.052264 0.386270 -0.354641 0 
2.755747 0.340798 -0.650545 -0.398140 0.559134 -0.237041 0 
2.756441 0.680057 -0.124384 0.576289 -0.096652 0.484849 0 
2.757136 -0.510526 -0.269634 0.361245 -0.409384 1.059143 0 
2.757830 0.631451 -0.168827 0.275450 -0.272315 -0.036559 0 
2.758525 0.062018 -0.248798 0.406048 0.410618 -0.890811 0 
2.759219 2.065682 -0.310134 -0.376075 0.503864 -0.838910 0 
2.759914 0.607882 -1.046172 0.245434 0.106314 0.211219 0 
2.760608 -0.407881 0.268417 -0.542837 -0.381619 0.268666 0 
2.761303 0.443199 -0.157813 0.006340 -0.051189 0.202660 0 
2.761997 -0.831871 0.486461 0.140341 1.107343 -0.561449 0 
2.762692 1.368467 -0.610718 0.151059 0.574068 0.464090 0 
2.763386 0.512328 -1.064430 -0.033487 0.128475 -0.446129 0 
2.764081 0.432096 0.837974 -0.218478 0.283573 0.131305 0 
2.764775 0.141999 0.177383 -0.670195 0.298609 -0.379495 0 
2.765470 0.041578 0.360538 0.083571 -0.132326 0.263080 0 
2.766164 -0.178058 0.967344 -0.459190 0.045422 0.212016 0 
2.766859 0.203105 1.097576 -0.519177 -0.203672 -0.644445 0 
2.767553 1.031656 0.593645 -0.255317 -0.455759 -1.545968 0 
2.768248 -0.551204 -0.224286 0.372885 0.482966 -0.365960 0 
2.768942 0.151442 -0.378500 0.123598 0.874816 -0.038512 0 
2.769637 -0.384334 1.091182 0.896767 -0.249667 -0.008020 0 
2.770331 -1.257181 0.998551 0.000989 0.824944 -0.891239 0 
2.771026 1.313132 -0.157664 -0.163271 0.185814 -0.067689 0 
2.771720 0.234749 1.021726 -0.651633 0.470394 -0.497073 0 
2.772415 0.144510 0.609266 0.597670 -0.329314 0.133336 0 
2.773109 1.074413 0.713290 -0.547862 0.552340 -0.366462 0 
2.773804 0.160564 0.429610 0.303308 0.427801 -0.055478 0 
2.774498 0.459667 0.922130 -1.101250 0.348235 -0.307508 0 
2.775193 1.594430 0.026783 -0.455879 0.657389 -0.109226 0 
2.775887 -0.499243 2.050257 -0.083233 0.702156 -0.578052 0 
2.776582 0.156299 0.786707 -0.153665 0.013021 -0.307489 0 
2.777276 0.131396 1.021671 -0.705445 0.347425 -0.831071 0 
2.777971 -0.325755 0.631486 -0.819601 0.620497 -0.405295 0 
2.778665 0.178251 -0.267824 -1.100829 0.904230 -1.019340 0 
2.779360 0.328013 -0.859345 -0.302212 -0.040656 -1.419236 0 
2.780054 0.325602 0.125666 -0.480953 0.697259 -0.869658 0 
2.780749 -0.145822 0.468635 0.173420 -0.259237 -0.330721 0 
2.781443 -0.095289 0.304624 -0.214521 -0.583276 -0.390824 0 
2.782138 -0.036471 0.364119 -0.343693 0.293771 -0.413275 0 
2.782832 -0.982905 -0.215743 0.936866 -0.502785 -0.274062 0 
2.783527 0.699481 0.130743 -1.258760 0.174865 -0.569379 0 
2.784221 -0.214854 -0.213629 0.369699 -0.725997 0.007242 0 
2.784916 0.302241 0.684337 0.459973 -0.957338 -0.092971 0 
2.785610 -0.471031 -0.954258 0.344205 0.023409 0.333856 0 
2.786305 -0.295249 0.637461 -0.882976 0.378492 -0.563361 0 
2.786999 0.158037 0.285580 0.867865 -0.157600 -1.246459 0 
2.787694 -0.129982 0.701044 -0.136307 0.073764 -0.258436 0 
2.788388 0.170664 -0.266761 -0.577912 -0.878801 -0.359232 0 
2.789083 -0.379261 -0.827486 0.361724 -0.578869 -0.459078 0 
2.789777 1.108838 0.108014 0.682940 0.263348 -1.199588 0 
2.790472 0.819089 -0.009364 -0.645261 -0.948863 0.107589 0 
2.791166 0.183891 0.697073 -0.084494 -0.413770 -1.560598 0 
2.791861 0.684677 0.410286 -0.240215 1.230241 -0.691111 0 
2.792555 -0.362133 0.162488 -0.794080 -0.237409 -1.208015 0 
2.793250 -0.297728 0.579745 -0.230548 -0.392883 -0.558973 0 
2.793944 -0.168182 0.384320 0.120302 -0.370818 0.370321 0 
2.794639 -0.223960 0.760639 -1.483143 0.417991 -0.526176 0 
2.795333 -0.272511 -0.160869 -0.403141 -1.098797 -0.471699 0 
2.796028 -0.139590 -1.624821 -1.306369 0.472934 -0.826257 0 
2.796722 0.573768 0.437992 0.792587 -0.524264 -0.987427 0 
2.797416 -0.463995 1.515686 -0.444550 -0.773447 -0.054248 0 
2.798111 -0.581622 0.206683 -0.415164 -0.414937 -0.185867 0 
2.798805 -0.586093 0.600034 -0.513335 0.549256 -0.080531 0 
2.799500 -1.145119 -0.599574 -0.561585 0.821947 0.840382 0 
2.800194 -0.671543 0.243609 -0.991047 0.383931 0.325305 0 
2.800889 -0.892192 0.072442 -1.032671 -0.070340 0.867352 0 
2.801583 -0.647434 -0.492755 -0.465441 0.610608 0.232302 0 
2.802278 -1.037367 0.734049 -1.020213 -1.034757 -0.145933 0 
2.802972 -0.353073 0.785006 -1.284609 0.738568 0.284360 0 
2.803667 -0.755103 -0.570511 -0.390945 0.186457 0.315960 0 
2.804361 -0.492724 0.018262 -0.571818 -0.327452 0.474898 0 
2.805056 -0.367160 0.392221 -0.110141 -0.594273 -0.069867 0 
2.805750 -0.977979 -0.017352 -0.353619 1.135080 -0.347828 0 
2.806445 -0.573314 1.592209 -0.188050 0.905125 -0.210280 0 
2.807139 -0.799606 0.148754 -0.724804 1.218680 -0.089173 0 
2.807834 -0.459547 0.630580 -1.259965 0.779176 -0.079276 0 
2.808528 -0.797336 -0.336921 -0.093328 -0.821364 -0.339032 0 
2.809223 -0.719298 -0.194487 -1.346951 0.902374 -0.546166 0 
2.809917 0.044446 -0.267573 -0.294945 0.263139 -1.140895 0 
2.810612 0.124847 0.893516 -1.003862 -0.395468 0.456263 0 
2.811306 -1.094880 1.061096 -1.339062 0.909814 -0.934748 0 
2.812001 -0.372209 0.137144 -0.473103 0.893423 0.443296 0 
2.812695 -1.516044 0.712315 -0.527134 -0.596206 0.565003 0 
2.813390 -1.013582 -0.224477 -0.915105 0.727656 0.313184 0 
2.814084 0.460577 -0.797925 -1.507783 0.174211 -1.516589 0 
2.814779 -0.163832 -0.707017 -0.410143 0.280648 -0.277686 0 
2.815473 0.368383 0.444706 -1.081068 0.679475 -0.689799 0 
2.816168 0.352130 -0.477084 -0.713755 1.138661 -0.574006 0 
2.816862 0.084407 -0.675621 0.737189 -0.820323 -0.444621 0 
2.817557 0.557755 -0.441626 -0.544013 0.044025 -0.049994 0 
2.818251 -0.701663 -0.321949 -1.160612 -0.921022 0.618145 0 
2.818946 0.117392 -0.122909 -0.058620 -0.840823 0.357089 0 
2.819640 -0.436695 -0.017550 -0.264169 -0.057879 -1.165881 0 
2.820335 -0.588116 0.795656 -0.152291 0.214540 0.246557 0 
2.821029 1.012822 -0.415074 -0.415705 -0.167783 -0.337256 0 
2.821724 -1.077886 0.236661 -0.126502 -1.138476 0.579235 0 
2.822418 0.595698 -0.970395 -1.225397 -1.005241 0.026062 0 
2.823113 0.725397 -0.193813 -0.976428 -0.976535 0.376181 0 
2.823807 0.491373 -0.247924 -0.147262 -0.898481 -0.002078 0 
2.824502 0.811905 -0.887435 -0.648516 -1.427795 -0.458522 0 
2.825196 1.031567 -1.287648 -0.350954 -0.883222 -0.317603 0 
2.825891 0.887881 -0.022869 0.088018 -0.798399 0.647473 0 
2.826585 -0.298428 0.470858 -0.552916 -0.214879 -0.069054 0 
2.827280 -1.203256 0.879069 -0.101831 -0.632469 0.951860 0 
2.827974 -0.325823 0.294707 0.217711 -0.952890 0.243337 0 
2.828669 0.613506 0.176992 0.139358 -1.040825 -0.886777 0 
2.829363 -0.581949 0.263520 -0.205538 0.199818 -0.020741 0 
2.830058 -0.778253 0.987633 0.928524 0.614197 0.300725 0 
2.830752 -0.883869 0.059365 -0.047587 -0.637914 -0.511184 0 
2.831447 -0.309416 0.719206 -0.270510 -0.668649 0.308158 0 
2.832141 0.203134 0.411571 -1.096071 -0.153583 -0.718143 0 
2.832836 0.139384 1.271773 -0.390709 -0.290845 -0.263531 0 
2.833530 0.704269 -0.741310 0.098686 0.435135 0.991748 0 
2.834225 0.489807 0.684444 0.965490 -1.334737 -0.175617 0 
2.834919 -0.694473 -0.063012 -0.291036 -0.698825 -0.345181 0 
2.835614 0.616035 0.716887 0.052773 -0.594251 -0.179152 0 
2.836308 -0.818457 -0.670916 0.334370 -0.922189 1.031460 0 
2.837003 -0.079656 -0.391515 0.188999 -0.941872 -0.823698 0 
2.837697 -1.016351 -0.989465 -0.092130 -1.068708 0.468757 0 
2.838392 0.320851 -0.866850 0.232196 -0.526336 -0.486307 0 
2.839086 0.883213 -0.532783 0.099057 -1.288502 0.261714 0 
2.839781 -0.624080 0.371571 -0.016788 -1.279201 -0.188564 0 
2.840475 -0.989951 0.327755 -0.161431 -0.684671 0.218024 0 
2.841170 -0.377487 0.122878 -1.562283 -0.947236 -0.762011 0 
2.841864 0.200512 -0.607409 0.360067 -0.397240 -1.339440 0 
2.842559 -0.056072 -0.541310 0.725918 -0.656823 0.286548 0 
2.843253 0.306542 0.397979 -0.148637 0.593273 -0.417646 0 
2.843947 -0.831889 -0.419684 -0.288782 0.167587 -1.195933 0 
2.844642 -0.033550 0.035590 0.698255 0.208506 -0.551830 0 
2.845336 0.084222 -0.519492 -0.069014 0.334276 -0.315012 0 
2.846031 -1.067058 0.382153 0.572510 0.067372 0.368807 0 
2.846725 0.601141 -1.393141 -0.806587 0.223552 0.480257 0 
2.847420 -0.760045 -0.772844 -0.067931 0.277239 0.717361 0 
2.848114 -0.960951 -0.849187 0.286196 0.258954 -0.845759 0 
2.848809 0.175452 -1.463930 1.417106 0.394454 -0.553902 0 
2.849503 -0.344419 -0.790782 -0.350460 0.357886 -0.171138 0 
2.850198 -0.165538 -0.613208 -0.396051 -0.096817 0.718856 0 
2.850892 -0.612743 -0.860783 -0.197809 0.183947 0.547750 0 
2.851587 0.256071 -0.431683 -0.452604 -0.466806 -0.328923 0 
2.852281 2.106388 -0.270238 0.037337 0.468825 0.135446 0 
2.852976 0.153387 -0.409765 0.612306 0.318930 -0.936207 0 
2.853670 0.421169 -0.147417 1.172405 0.313904 -0.382423 0 
2.854365 1.174373 -1.398562 0.574888 0.244911 -0.695669 0 
2.855059 0.227884 -1.170804 0.293299 0.202607 -0.328858 0 
2.855754 0.861645 -0.598600 -0.039737 0.126383 -0.294564 0 
2.856448 -0.159811 -0.165484 -0.073866 -0.427825 -0.981718 0 
2.857143 0.907921 -0.416446 -0.012065 1.174990 -0.698041 0 
2.857837 0.256688 -0.636753 0.621955 -0.202041 0.045126 0 
2.858532 -0.971628 -0.029699 0.447117 0.304877 -0.048064 0 
2.859226 0.571936 -0.794882 -0.959413 0.028616 -0.341754 0 
2.859921 -0.330225 -1.095623 -0.324479 -0.803002 -0.312048 0 
2.860615 0.556947 -0.131700 0.427667 0.646580 -0.996540 0 
2.861310 -0.966415 -0.480897 0.808958 -0.178068 -0.982157 0 
2.862004 1.197948 -0.136558 -0.297132 -0.340591 -0.658668 0 
2.862699 -0.996044 -0.919759 -0.237380 0.022929 -0.271989 0 
2.863393 -0.988056 0.462519 1.432615 -0.013296 -0.347317 0 
2.864088 -1.222483 -0.247620 0.367102 0.507992 -0.547347 0 
2.864782 0.620087 0.319858 1.621044 0.023216 0.195731 0 
2.865477 -0.218584 0.599927 1.678674 -0.182409 -0.689365 0 
2.866171 -0.209171 0.307412 1.041642 0.617099 -0.066700 0 
2.866866 0.379346 -0.368017 0.063948 0.293225 -0.106310 0 
2.867560 -0.364786 0.657749 0.582477 0.426240 -0.544730 0 
2.868255 -0.192038 0.227245 0.292369 0.903677 -0.250220 0 
2.868949 -0.651020 1.464704 0.880121 -0.083841 -0.062450 0 
2.869644 -1.194604 -0.170496 0.854555 -0.033818 0.563882 0 
2.870338 -0.775922 0.466402 -0.730229 -1.213300 0.579836 0 
2.871033 -0.606403 0.216669 0.029866 0.728922 -0.135460 0 
2.871727 -1.255139 -0.918885 -0.727890 0.681725 -0.203720 0 
2.872422 0.567759 0.024673 -1.059813 -0.202934 -0.478944 0 
2.873116 -0.585420 -0.784432 -0.630196 -0.812190 0.788360 0 
2.873811 -0.708128 0.160918 -0.100565 -0.169090 0.095410 0 
2.874505 -1.684148 0.230894 0.643602 0.128024 0.144640 0 
2.875200 -1.238785 0.363760 -1.031368 -1.222017 -0.090114 0 
2.875894 -0.478274 0.209298 0.705315 0.179220 0.290667 0 
2.876589 0.461248 0.075179 -0.938144 -1.289208 -0.721304 0 
2.877283 -0.520484 -0.469236 0.391916 -0.046374 0.010483 0 
2.877978 0.401279 -0.112222 -0.275179 0.514661 -0.043144 0 
2.878672 -1.616014 0.638599 -0.221277 0.490140 1.681426 0 
2.879367 -1.137320 0.349208 0.524544 0.958128 0.432338 0 
2.880061 1.174783 0.715799 -0.400964 0.175945 1.249414 0 
2.880756 0.370777 0.696102 -0.810761 -0.147073 1.390549 0 
2.881450 -1.636376 0.687297 0.561881 0.027876 0.903392 0 
2.882145 -0.322279 0.105141 0.063483 -0.486479 0.401013 0 
2.882839 -0.535054 1.242575 0.285009 -1.306021 0.855407 0 
