time[s], rv1_mhd[m/s], rv2_mhd[m/s], rv3_mhd[m/s], rv4_mhd[m/s], rv5_mhd[m/s], sampling_grid[1=yes;0=no]
5.446212 0.809217 -1.519958 -1.101303 0.212174 0.230976 0 
5.446906 -0.126838 -1.329369 -0.064650 1.176765 0.547682 0 
5.447601 -0.454879 -0.536018 -0.886253 -0.099140 -0.460392 0 
5.448295 0.658412 0.596902 -1.236305 0.749996 0.164936 0 
5.448990 0.031502 -0.533708 0.187102 -0.369966 -0.594158 0 
5.449684 0.400128 0.964252 -0.282526 0.984876 0.561416 0 
5.450378 0.075075 0.561770 -0.754854 -0.118892 0.608983 0 
5.451073 0.299950 0.717558 -0.847977 -0.761202 0.711167 0 
5.451767 0.977791 0.975393 0.140635 -0.233888 -0.461913 0 
5.452462 -0.070964 0.564149 -0.795459 0.411852 -0.442213 0 
5.453156 0.113007 1.141331 -0.552189 0.129564 0.439255 0 
5.453851 -0.730488 0.953529 0.407371 -0.291117 -0.042765 0 
5.454545 1.147815 0.862507 -0.024338 0.196275 -0.620161 0 
5.455240 -1.617025 0.365001 -0.570551 -0.283262 0.197927 0 
5.455934 -0.833868 0.447020 1.243824 -0.237393 0.380877 0 
5.456629 -0.122008 -0.101500 0.510675 -0.270920 -0.106315 0 
5.457323 -0.966529 0.779555 0.231727 -0.859403 0.077129 0 
5.458018 -0.825395 -0.137178 -0.444173 -0.167976 -0.296846 0 
5.458712 -0.932496 0.818293 1.286894 -0.045799 0.704264 0 
5.459407 0.072210 0.117095 0.387064 0.700285 0.025915 0 
5.460101 -0.404871 -0.000066 -0.455389 0.304748 1.904294 0 
5.460796 0.237074 1.046046 0.101586 -0.204943 -0.354177 0 
5.461490 -1.143374 0.668981 0.003278 1.597488 1.507949 0 
5.462185 -0.209082 0.568836 0.860017 -0.812426 0.646700 0 
5.462879 -0.294456 0.554920 1.128533 -0.092099 -0.153884 0 
5.463574 0.040000 0.340497 1.233921 -0.854390 1.469926 0 
5.464268 0.355145 0.241613 0.131922 -0.256804 0.254131 0 
5.464963 -0.340920 -0.310847 0.378221 0.281204 -0.835493 0 
5.465657 -0.171384 1.154093 0.329109 -0.609923 1.355628 0 
5.466352 -1.097349 0.220770 0.846840 0.680855 0.560504 0 
5.467046 -1.173014 0.822726 1.091441 0.318683 1.092415 0 
5.467741 -0.776358 0.277801 0.676583 0.897007 0.714296 0 
5.468435 -0.643468 0.751175 0.440924 -0.061164 0.971715 0 
5.469130 -0.473771 0.605044 -0.172456 0.759912 0.502361 0 
5.469824 -0.830493 -0.348718 -0.147914 1.167538 0.058995 0 
5.470519 -1.310394 0.846684 -0.330712 -1.174641 1.479328 0 
5.471213 0.317854 0.495294 1.133386 0.793942 0.188290 0 
5.471908 -0.159966 -0.024396 1.101441 -0.016496 1.348262 0 
5.472602 -0.093000 -0.457894 0.722296 0.377559 0.252187 0 
5.473297 -0.091350 0.394296 -0.016425 0.040920 0.277000 0 
5.473991 -0.090997 0.300299 -0.047734 0.402287 2.096039 0 
5.474686 0.253938 -0.097274 1.133467 0.003517 0.659439 0 
5.475380 -0.611883 0.242053 1.060200 -0.904487 0.139832 0 
5.476075 -0.044226 0.927420 1.330596 0.743706 -0.319749 0 
5.476769 0.378314 -0.020576 0.834510 1.094386 -0.849692 0 
5.477464 -0.442211 -0.485913 -0.551475 -0.387358 0.299335 0 
5.478158 0.220045 -0.303313 -0.457967 0.373338 -0.423380 0 
5.478853 0.279088 -0.461199 -0.290282 1.336788 -0.333818 0 
5.479547 0.147355 -0.256169 -0.054521 0.622756 -1.606392 0 
5.480242 -0.813696 -0.084959 -0.300105 0.103624 0.082187 0 
5.480936 0.529331 -0.935363 -0.334741 0.760787 -0.174251 0 
5.481631 0.745173 1.137343 -0.974548 0.001637 -0.584041 0 
5.482325 -0.629547 0.732614 0.394346 0.389188 -0.467104 0 
5.483020 -0.951711 1.952888 0.649117 0.871595 0.180007 0 
5.483714 0.325484 -0.567417 -0.502029 0.541641 -1.140028 0 
5.484409 -0.977183 1.478370 -0.223279 -1.054220 0.100053 0 
5.485103 -0.370738 -0.236160 0.240168 0.543276 -0.296899 0 
5.485798 -1.538161 1.719254 0.778166 0.911730 0.300216 0 
5.486492 -0.328420 -0.063902 0.466529 0.556888 -0.354315 0 
5.487187 -0.422996 0.568309 0.073544 -0.387716 -0.670919 0 
5.487881 0.045793 0.038396 0.863223 0.327626 -0.301846 0 
5.488576 -0.023956 0.180976 0.436507 0.269030 -1.494406 0 
5.489270 0.781580 -0.361019 -0.394796 -0.527004 0.461037 0 
5.489965 0.762977 -0.898021 0.652495 0.559063 0.362938 0 
5.490659 0.152710 -0.009284 0.232610 0.088446 0.216858 0 
5.491354 0.201439 -0.641388 -0.526828 0.350700 0.113528 0 
5.492048 -0.176813 -0.040176 0.185788 -0.055255 1.524692 0 
5.492743 1.071018 -0.945769 -0.392746 0.214206 -0.191922 0 
5.493437 -0.980071 -0.420405 -0.488499 0.059642 -0.059060 0 
5.494132 -0.852576 -0.604097 -0.495538 0.315576 -0.296235 0 
5.494826 -0.283442 -0.510347 0.615142 -0.544518 -0.787542 0 
5.495521 -0.375172 -0.207182 -0.185258 -0.389678 -0.394850 0 
5.496215 -0.674825 -0.576861 0.690126 0.304095 -1.231101 0 
5.496910 -0.011461 0.153347 0.432717 0.351817 -0.666459 0 
5.497604 -0.418703 -0.543714 0.330749 0.664722 0.730821 0 
5.498298 0.143815 -0.150671 0.102946 0.442690 0.570827 0 
5.498993 0.355091 -0.447746 0.203934 0.585015 -0.397258 0 
5.499687 0.049268 -0.364888 -0.562325 -0.118633 -0.132542 0 
5.500382 0.102594 0.138499 0.155303 -0.125394 -0.640025 0 
5.501076 0.188969 -1.019435 0.130577 -0.512513 0.230800 0 
5.501771 0.191125 0.328889 -0.309834 -0.520025 -0.141673 0 
5.502465 0.048198 -0.253277 1.047189 -1.279054 -0.666051 0 
5.503160 -0.416985 -0.508960 -0.258340 0.272271 -0.167144 0 
5.503854 -0.324852 0.141460 0.082342 -0.898873 -0.700013 0 
5.504549 -2.269872 0.302723 -0.423159 -0.431696 -1.132239 0 
5.505243 0.352091 -1.082582 0.181233 0.275016 -0.886194 0 
5.505938 -0.381928 -0.410166 0.862075 0.711540 0.159768 0 
5.506632 -1.060693 0.522979 0.132341 0.028822 1.048274 0 
5.507327 -0.132938 -0.008449 0.777591 0.031233 0.787169 0 
5.508021 -0.044279 0.121894 0.224390 0.647025 0.075026 0 
5.508716 -0.288485 0.797684 0.019962 -0.218100 1.901356 0 
5.509410 0.844738 -0.296369 -0.056970 -1.366153 0.494938 0 
5.510105 0.590081 -0.643204 -0.654173 -0.217361 0.968283 0 
5.510799 -0.027529 -0.130796 -0.751017 1.293208 0.063468 0 
5.511494 -0.205979 0.538856 -0.216673 -0.613461 0.401717 0 
5.512188 0.151972 -0.601852 -0.803384 -1.106180 1.299570 0 
5.512883 0.206218 1.315089 -0.893059 -0.150166 0.004410 0 
5.513577 0.905430 0.016442 -1.294446 -0.969076 0.419000 0 
5.514272 -0.647490 -0.193896 -0.690928 -0.064846 -0.064351 0 
5.514966 0.124279 -0.123362 -0.885508 -0.561156 -0.924376 0 
5.515661 -0.398987 -0.703743 -1.213459 -0.517583 -0.126825 0 
5.516355 -0.627367 0.973581 -0.034711 -0.736180 -0.749160 0 
5.517050 0.193189 -0.263770 -1.574589 -0.852152 -1.010144 0 
5.517744 -0.833763 -0.052635 -0.276424 0.037876 -0.413641 0 
5.518439 0.012177 1.429493 -0.639296 -0.151952 0.139011 0 
5.519133 0.918127 -0.043287 -1.316817 -0.042603 -0.473887 0 
5.519828 -0.104913 -0.407814 -0.590044 -0.120561 0.216434 0 
5.520522 -1.007177 0.054013 -0.912276 0.365376 0.096533 0 
5.521217 -0.867145 -0.887898 -0.586281 0.266852 -0.006203 0 
5.521911 -0.093057 -0.192015 -1.140725 0.957532 0.726696 0 
5.522606 0.484787 -0.074164 0.090313 0.516531 0.551119 0 
5.523300 0.924514 0.361212 -1.242198 1.115157 -0.319794 0 
5.523995 -0.027903 -0.145100 -0.836059 1.005358 0.029724 0 
5.524689 0.034684 0.414811 -0.576416 0.621754 -0.614388 0 
5.525384 0.241079 -0.051390 -0.783853 0.653982 0.204501 0 
5.526078 0.679935 -0.648069 -0.670552 0.404429 -0.080830 0 
5.526773 0.601230 0.058293 -0.237692 0.647481 -0.777596 0 
5.527467 -0.452961 0.288298 0.396696 0.374025 -0.140330 0 
5.528162 0.719712 -0.328851 0.512889 0.313854 0.361366 0 
5.528856 -0.191843 -0.003723 -0.263685 -0.118916 1.391972 0 
5.529551 0.359494 -0.000059 0.127401 0.676542 0.143334 0 
5.530245 -0.918788 -0.155557 0.521749 0.426308 0.565775 0 
5.530940 0.206246 1.022795 0.853145 -0.229234 -0.294706 0 
5.531634 0.126399 -0.829631 -0.195387 -0.443030 -0.183656 0 
5.532329 0.084345 1.011119 -1.388197 -0.225156 0.679532 0 
5.533023 -0.207489 -0.401674 -0.677192 -1.057284 -0.578196 0 
5.533718 0.653773 0.137854 -0.659683 0.411228 0.291609 0 
5.534412 0.841635 -0.385315 -0.025838 0.052292 0.614470 0 
5.535107 -0.105318 0.234091 -0.556638 0.278219 0.948600 0 
5.535801 0.376528 -0.438015 0.062456 -1.033844 -0.274127 0 
5.536496 -0.931779 -0.453675 -1.428627 1.223114 0.222003 0 
5.537190 0.354672 0.531543 -1.316734 -0.014680 -0.343630 0 
5.537885 -0.143837 -0.906499 -0.142056 -0.582153 0.210610 0 
5.538579 0.294794 -0.708934 -0.588723 -0.361900 0.872721 0 
5.539274 -0.390877 -0.352309 -0.188346 -0.290529 0.552757 0 
5.539968 -0.017202 0.558483 -1.041241 -0.089804 -0.719422 0 
5.540663 0.144579 -0.044464 -0.526384 -0.396202 -0.185875 0 
5.541357 -0.077529 -0.256310 0.518928 -0.691752 -0.351730 0 
5.542052 -0.332293 -0.589538 -0.399037 0.914012 0.289054 0 
5.542746 0.256562 -1.042270 -0.597969 -0.362819 0.615429 0 
5.543441 0.516206 -0.757268 -0.124374 0.944357 -0.130690 0 
5.544135 0.607616 -0.749843 -0.922875 -1.000158 -1.249632 0 
5.544830 -0.830153 -1.194099 -0.817755 -0.337209 0.010763 0 
5.545524 1.143045 -1.046740 -0.021714 -0.872688 0.752401 0 
5.546218 0.502538 -1.280113 -0.380558 0.768668 -0.217568 0 
5.546913 0.432329 -0.563763 -0.436372 0.219435 -0.575123 0 
5.547607 0.601484 -0.525894 0.224738 -0.151433 0.105256 0 
5.548302 0.165798 -0.973493 -0.364696 -0.362512 -1.413370 0 
5.548996 -0.757729 0.242863 0.445704 0.532469 -0.166773 0 
5.549691 0.897119 0.685872 0.011773 -0.156693 -1.166312 0 
5.550385 -0.339509 0.657387 1.030232 0.058986 -0.063142 0 
5.551080 -0.107768 0.069515 0.256063 -0.152253 -0.137242 0 
5.551774 -0.491101 0.765796 0.208178 0.414039 -0.325758 0 
5.552469 -0.620019 -0.058342 -0.496230 -0.137203 0.350266 0 
5.553163 0.247180 0.011831 -0.234469 -0.293026 0.586748 0 
5.553858 -0.274164 0.998375 -0.687579 -0.233503 -0.532070 0 
5.554552 -0.140026 0.109648 -0.493867 -0.421340 0.274708 0 
5.555247 -0.495762 -0.069847 0.081972 -0.082745 0.110999 0 
5.555941 0.062500 0.263848 -0.131248 -0.405175 -0.494659 0 
5.556636 -0.727517 -0.215166 0.231466 -0.585350 0.754677 0 
5.557330 0.080778 0.926093 -0.376307 -0.474541 -0.411563 0 
5.558025 0.247157 -0.051975 0.263075 -0.196850 -0.093321 0 
5.558719 -1.125130 -0.474830 -0.127879 0.594346 -0.478527 0 
5.559414 -0.542939 -0.079047 0.088709 0.638164 -0.209973 0 
5.560108 0.495048 0.283401 -0.915255 0.098174 0.772266 0 
5.560803 0.357902 0.423194 -0.834132 0.369588 0.197832 0 
5.561497 -0.809664 -0.579668 0.032257 -0.419490 0.844431 0 
5.562192 0.011078 -1.250969 1.202495 0.002379 0.447677 0 
5.562886 0.391025 -0.811743 -0.564917 -0.249131 -0.173548 0 
5.563581 -0.451639 -0.764591 -0.101989 -0.891466 0.600101 0 
5.564275 0.844101 -0.715520 0.620050 -1.036319 0.888689 0 
5.564970 0.477236 -0.702115 -0.333214 -0.494692 0.759907 0 
5.565664 -0.278174 0.524636 0.412825 -0.459293 1.171154 0 
5.566359 -0.512891 -0.656477 0.876041 0.236212 -0.239582 0 
5.567053 0.113909 -0.633767 -1.435380 0.791903 -0.356510 0 
5.567748 0.872667 -0.430821 -0.548321 -0.808644 -0.612335 0 
5.568442 1.237135 -0.928733 1.212369 0.036524 -0.288908 0 
5.569137 -0.490870 -0.694453 1.051560 -0.469503 0.233474 0 
5.569831 0.880921 -0.745003 1.057164 0.027801 -0.443513 0 
5.570526 0.179018 0.480051 1.141651 -0.433219 0.228023 0 
5.571220 -0.709393 0.144559 1.160557 -0.670461 -0.973935 0 
5.571915 -1.031475 -0.527126 0.355070 0.156770 0.086117 0 
5.572609 -0.059118 -1.207994 0.718202 -0.043557 -0.352782 0 
5.573304 -0.682040 -0.937345 0.388142 -0.793846 0.594219 0 
5.573998 -0.468279 -1.023693 1.307521 0.069769 -0.410969 0 
5.574693 0.411826 0.012725 1.785757 -1.070447 1.643110 0 
5.575387 1.231819 -0.971114 0.682749 -0.927687 -0.300251 0 
5.576082 -0.052362 -0.990302 0.136973 0.126170 -0.787702 0 
5.576776 -0.434282 -0.216574 0.204794 -1.054322 -0.203574 0 
5.577471 0.107918 -0.421735 0.401399 -0.398779 0.489890 0 
5.578165 0.704352 -1.239767 0.521651 0.099136 -0.299456 0 
5.578860 -0.172302 -1.246250 0.315191 -0.649043 -0.391143 0 
5.579554 -0.248004 -0.774541 -0.071183 -0.204311 -0.433267 0 
5.580249 0.716153 -0.258098 0.614466 -0.486844 -1.190030 0 
5.580943 0.400471 -0.721942 0.533176 0.016367 0.437089 0 
5.581638 0.107487 -0.862156 1.133974 0.377498 0.388315 0 
5.582332 0.250445 0.106894 0.958816 -1.919742 -0.287885 0 
5.583027 0.498555 -0.570424 0.892345 0.165789 -1.075947 0 
5.583721 0.429789 -1.187503 1.352676 -0.842221 0.077087 0 
5.584416 0.805543 -1.558246 1.279494 -0.169385 -0.060382 0 
5.585110 0.230105 -0.687787 1.054825 0.124841 -0.159178 0 
5.585805 -0.008185 0.246654 2.269548 0.111636 -0.197382 0 
5.586499 -0.940257 -0.396648 0.183800 0.616338 -0.230782 0 
5.587194 0.534078 -0.321457 0.897995 -0.674386 -0.575237 0 
5.587888 0.269303 -0.862294 1.201930 -0.591026 -0.293549 0 
5.588583 0.237002 0.516313 -0.731895 -0.351921 0.161155 0 
5.589277 1.148525 -1.463695 -0.256975 -1.434382 0.576110 0 
5.589972 0.255834 -0.449962 0.340270 -0.225932 -0.702516 0 
5.590666 1.382124 0.425691 0.039850 0.064723 -1.212311 0 
5.591361 -1.035705 1.217401 -0.461973 0.392574 -0.781472 0 
5.592055 -0.114384 -0.111672 0.292499 0.055245 -0.027802 0 
5.592749 0.592824 -0.401797 0.223088 -1.365362 0.266679 0 
5.593444 -0.598290 -0.720304 -0.612008 -0.032672 -0.729062 0 
5.594138 0.628725 0.122740 0.042898 -1.702300 0.095208 0 
5.594833 0.997547 0.445696 -0.437556 -0.926485 0.531067 0 
5.595527 0.447525 -0.113478 -0.548703 0.147435 0.362243 0 
5.596222 0.575215 0.698446 -1.029247 0.086695 -0.362817 0 
5.596916 0.923389 0.334563 0.450611 -0.422010 0.310451 0 
5.597611 -0.107930 -0.478123 0.424868 -0.272071 0.766119 0 
5.598305 -0.171945 0.584534 -0.682134 0.068418 0.804155 0 
5.599000 0.659172 0.323369 -1.290801 -0.510749 -0.490384 0 
5.599694 0.865686 -0.580952 -0.192554 -1.789608 -0.145733 0 
5.600389 0.614520 0.460837 0.711702 -1.293433 -1.478679 0 
5.601083 0.506215 -0.172868 1.367088 -0.899811 -1.246438 0 
5.601778 -0.124371 -0.234851 -0.456876 -0.943892 0.320885 0 
5.602472 0.230555 0.615336 0.843710 -1.022497 0.221460 0 
5.603167 0.312697 -0.311559 -0.958155 -1.616373 -0.947314 0 
5.603861 1.614703 -0.126373 0.232631 0.419447 -0.420558 0 
5.604556 -0.174399 -0.860503 -0.271994 -0.445334 -0.634748 0 
5.605250 0.311260 -0.387032 -1.928481 0.770306 -0.602551 0 
5.605945 -0.511851 -0.194256 0.075336 0.098677 -0.416076 0 
5.606639 0.502096 -0.243220 -0.558498 -1.314136 -0.863633 0 
5.607334 0.079372 0.512809 -0.657330 0.337755 -0.505203 0 
5.608028 0.718886 -0.026692 -0.820377 -0.183425 -1.793920 0 
5.608723 0.216190 -0.303951 -0.074481 0.205632 -1.140123 0 
5.609417 -0.509359 -0.338261 0.189959 -0.140809 -0.733632 0 
5.610112 0.903718 -1.290333 -0.102357 1.283974 -0.163466 0 
5.610806 0.037110 -0.494604 -1.301263 0.105542 -0.746885 0 
5.611501 -0.038593 -0.016037 -0.765615 -0.221373 0.299565 0 
5.612195 0.267553 1.168532 -0.887816 -0.846903 -1.334108 0 
5.612890 0.286059 1.159578 -0.334400 0.226518 0.119978 0 
5.613584 -0.163541 -0.477374 -0.837069 0.300463 -1.416241 0 
5.614279 -0.808103 0.484567 1.246599 -1.214787 -0.272136 0 
5.614973 -0.084573 0.146012 1.665832 -0.786552 -0.011280 0 
5.615668 -1.439211 0.266378 0.312180 -0.437924 0.432852 0 
5.616362 0.932199 0.026778 -0.618385 0.240722 -0.010030 0 
5.617057 -0.659021 0.336045 -0.412811 -0.822993 -0.025600 0 
5.617751 0.243972 -0.264754 -0.108294 -0.784952 -0.311749 0 
5.618446 -0.295275 0.877043 -0.753049 -0.050249 -0.423388 0 
5.619140 0.050595 0.146063 0.375825 0.858431 -0.776248 0 
5.619835 0.078588 1.305126 0.815246 -0.578018 -0.129599 0 
5.620529 0.215322 0.991043 -0.152769 0.002989 0.858157 0 
5.621224 -0.225654 -0.033616 0.070443 -0.545160 0.049026 0 
5.621918 -1.178288 -0.008285 -0.466569 0.562457 0.051181 0 
5.622613 -0.309679 1.756811 0.157185 0.741738 -1.224640 0 
5.623307 -0.043451 1.428278 -0.638889 0.336970 -1.382336 0 
5.624002 0.067021 1.029814 0.049273 0.687621 -0.877142 0 
5.624696 0.806883 0.636136 -0.533487 -0.380234 -0.876806 0 
5.625391 0.330439 0.395250 1.045461 -0.472306 -0.000992 0 
5.626085 0.001994 0.729010 -0.131019 -0.921960 0.311245 0 
5.626780 -1.158249 0.110157 -0.274210 0.295823 -0.461717 0 
5.627474 -1.036851 1.167429 0.072490 -1.217015 0.453059 0 
5.628169 0.030551 0.223513 0.015104 -0.603714 -0.459036 0 
5.628863 -0.235482 0.941569 -0.974325 -0.033258 -0.705741 0 
5.629558 0.223509 0.668476 -0.556920 -2.160583 0.666657 0 
5.630252 0.569778 0.606700 -0.392429 -0.634855 0.082943 0 
5.630947 -0.034301 0.387543 -0.237659 0.072925 -0.671748 0 
5.631641 -0.963051 0.007844 0.117350 -0.625861 0.569755 0 
5.632336 -0.126671 -0.098174 -0.170256 -0.627739 -0.533544 0 
5.633030 -0.185770 0.188131 0.616457 -1.235048 0.248942 0 
5.633725 0.196606 -0.171300 -0.456589 0.840570 -0.296202 0 
5.634419 0.746292 -0.285552 0.080224 -0.230512 -0.986817 0 
5.635114 0.904366 1.037792 0.956034 0.057992 -0.166464 0 
5.635808 -0.519565 0.476494 -0.455612 -0.265007 0.680072 0 
5.636503 0.011720 -0.536239 0.177041 0.490281 -0.346055 0 
5.637197 -0.790334 0.697258 -0.007873 -0.140909 0.198570 0 
5.637892 -1.092840 0.102782 0.160372 0.028529 0.283912 0 
5.638586 0.137142 0.922107 -1.124273 0.464384 -0.107712 0 
5.639281 -0.066673 0.781162 -1.679154 0.310802 -0.995132 0 
5.639975 -0.290830 -0.107453 -0.486724 0.066179 -0.252417 0 
5.640669 -0.106623 0.522639 -0.138592 -0.030527 -0.520940 0 
5.641364 -0.769785 1.044084 0.510423 0.044630 0.735915 0 
5.642058 0.559112 -0.029369 -0.939995 -0.388543 -0.322839 0 
5.642753 -0.119596 0.006766 -0.257609 -0.184570 -0.973465 0 
5.643447 -0.195898 1.394409 0.467310 0.272795 -0.052230 0 
5.644142 0.322842 0.238476 -1.195595 -0.090201 0.069249 0 
5.644836 0.143614 0.610627 -0.428745 -0.374924 0.047312 0 
5.645531 0.095896 -0.602821 0.612477 -1.268146 -0.107912 0 
5.646225 0.300945 -0.010240 -0.131074 -0.269813 -0.150554 0 
5.646920 -0.912141 -0.334559 -0.243883 -0.521977 -1.058351 0 
5.647614 -1.076948 -0.923344 0.271421 0.014373 -0.353259 0 
5.648309 0.367071 -0.365764 -0.082308 -1.564361 -0.141103 0 
5.649003 0.424164 -0.326838 0.027166 -0.291145 -0.792076 0 
5.649698 1.413892 -0.147521 -0.930894 -0.279899 -0.270356 0 
5.650392 0.063832 -0.245712 -1.067219 -0.514762 0.461882 0 
5.651087 0.035802 1.012863 -0.345285 -0.948271 -0.397623 0 
5.651781 0.582090 -0.085290 -0.821226 -0.375939 0.308353 0 
5.652476 0.478470 0.656353 -0.379090 -0.193721 0.189242 0 
5.653170 -0.521759 0.139157 0.152641 -0.135511 -0.305498 0 
5.653865 0.320795 1.057260 0.436189 -0.987243 -1.202143 0 
5.654559 0.338257 -0.717288 0.999582 -0.675710 -0.728735 0 
5.655254 0.384158 -0.186072 0.060326 -0.082239 -0.566789 0 
5.655948 -0.608374 0.570491 -0.487366 1.245287 -1.008451 0 
5.656643 -0.900472 0.385978 0.196654 -0.653689 -0.729142 0 
5.657337 -0.357222 -0.048541 0.962502 0.322240 -0.400634 0 
5.658032 0.668658 -0.054989 -0.635491 0.393785 -0.441341 0 
5.658726 -0.608068 0.329477 -0.019616 -0.731117 0.306204 0 
5.659421 -0.207663 0.640105 0.353623 0.774507 0.883620 0 
5.660115 -0.157152 0.054792 0.390765 -0.052658 1.352791 0 
5.660810 -0.326467 -0.990024 -0.588739 0.482311 -0.135595 0 
5.661504 0.149525 -0.300781 -0.284264 0.278003 -0.561870 0 
5.662199 -0.905939 -0.837433 0.950073 -0.138151 -0.712758 0 
5.662893 -0.726747 -0.619520 -0.140936 -0.077440 -0.745376 0 
5.663588 -1.314023 0.095354 0.888620 -1.019593 0.275810 0 
5.664282 0.145624 -0.028889 0.155730 -0.002072 -0.363126 0 
5.664977 0.059744 0.468209 -0.460053 0.408824 0.185313 0 
5.665671 0.324118 0.271689 -0.647601 0.829463 -1.367846 0 
5.666366 0.265232 0.071202 -0.727586 0.285434 -0.318607 0 
5.667060 -0.937935 -0.843686 -0.323650 0.264613 -1.275213 0 
5.667755 1.000045 0.140274 0.867123 0.243529 -0.393203 0 
5.668449 0.518922 0.758600 -1.016289 1.705898 -1.021760 0 
5.669144 0.183873 1.340950 0.573478 -0.314330 -0.213961 0 
5.669838 0.243338 0.636760 0.603107 1.079382 -0.863634 0 
5.670533 -0.471245 0.013501 -0.351131 0.477476 -1.119303 0 
5.671227 0.911950 0.192356 0.074620 0.588348 0.531145 0 
5.671922 0.359041 -0.079943 0.745502 -0.363907 -0.626327 0 
5.672616 0.910783 0.303186 0.683547 -0.636464 -0.612632 0 
5.673311 0.799404 -0.388510 0.250835 -0.877217 -0.771631 0 
5.674005 1.605770 0.841074 1.310562 1.268522 -2.270551 0 
5.674700 2.000568 -1.296337 0.636446 0.770505 -0.279379 0 
5.675394 0.500801 -0.187729 0.240497 0.197020 -0.600042 0 
5.676089 1.322898 -0.055967 0.277747 0.447395 0.290426 0 
5.676783 0.729395 1.008541 -0.048300 1.012786 -0.589806 0 
5.677478 -0.143727 -0.789999 -0.350555 0.030256 -0.376112 0 
5.678172 0.401401 -0.360715 0.103483 0.338587 0.012182 0 
5.678867 -0.122261 0.429552 0.422352 -0.611422 0.435703 0 
5.679561 1.447886 -0.769876 0.782875 0.585188 -0.058761 0 
5.680256 0.568502 -0.197290 -0.179297 1.487295 -0.069734 0 
5.680950 0.313736 -0.427342 0.775644 0.278352 -0.272297 0 
5.681645 1.934815 -0.400448 0.230034 2.064104 -1.097752 0 
5.682339 0.462878 0.149185 -0.289487 0.660516 0.917569 0 
5.683034 0.043012 0.160687 -0.614694 1.856781 -0.401449 0 
5.683728 0.599633 0.283163 -0.036532 0.800530 -0.725353 0 
5.684423 0.308132 -0.104758 -0.106896 1.293646 0.685251 0 
5.685117 1.250554 1.125966 0.026904 -0.577423 0.891472 0 
5.685812 1.740355 1.134948 -0.153339 0.505751 -0.032225 0 
5.686506 1.067387 0.446748 0.369507 0.467128 0.366304 0 
5.687201 -0.572646 0.545284 -0.542031 0.157505 0.567094 0 
5.687895 -0.609376 0.490167 0.136487 -0.310225 0.733807 0 
5.688589 -0.010624 0.473264 0.800723 -0.050971 0.056026 0 
5.689284 -0.300506 0.599323 -0.371851 -0.236759 -0.035916 0 
5.689978 1.099038 0.099107 -0.823292 1.040859 0.550862 0 
5.690673 -1.387816 1.011710 0.129517 -0.730030 0.615059 0 
5.691367 0.107253 1.543615 0.709498 0.206450 -1.093621 0 
5.692062 -0.571716 1.053209 -0.249380 1.317349 0.302319 0 
5.692756 -1.403887 1.024920 0.554473 -0.626003 -0.260879 0 
5.693451 0.493696 0.954804 0.104090 0.189650 -0.225814 0 
5.694145 0.266430 0.661871 -0.196755 1.154990 0.751108 0 
5.694840 0.508308 0.593391 -0.806860 0.404159 1.119324 0 
5.695534 -0.153166 1.319842 0.008999 -0.088814 0.509864 0 
5.696229 -0.157928 0.410689 0.340795 0.845916 -0.606016 0 
5.696923 0.043721 0.836522 -0.813701 -0.437122 0.825372 0 
5.697618 -0.641507 0.304643 0.957320 0.982716 -0.272080 0 
5.698312 0.609662 1.659311 1.404899 -0.094663 -0.376145 0 
5.699007 -0.994526 0.081407 0.233070 0.164133 1.068870 0 
5.699701 -0.235020 0.728985 0.745939 0.095798 0.121868 0 
5.700396 0.488044 0.726138 0.257597 -0.454145 0.974401 0 
5.701090 -1.428137 0.319419 -0.054326 -0.457769 1.271139 0 
5.701785 0.092591 0.734939 -0.067446 -0.870592 -0.188678 0 
5.702479 -0.243587 1.036288 0.605572 0.156714 0.715143 0 
5.703174 0.237894 -0.208975 -0.026638 -0.502647 0.125590 0 
5.703868 0.183751 -0.513133 -1.246112 0.889583 0.051034 0 
5.704563 0.342832 0.193804 0.343455 0.757528 0.306739 0 
5.705257 -1.702003 1.277428 -0.107795 0.088304 -0.209443 0 
5.705952 0.361991 1.059447 -1.090856 0.139684 0.063351 0 
5.706646 -0.633631 -0.152783 -0.782293 0.280315 0.893239 0 
5.707341 0.535369 -1.097451 0.271473 1.494928 0.227702 0 
5.708035 -0.140223 -0.069219 0.288822 0.438641 -0.012361 0 
5.708730 -1.249174 0.850798 -1.395273 -0.241518 -1.144873 0 
5.709424 0.618892 -0.016958 -0.582186 1.167598 -0.660585 0 
5.710119 -0.016365 -0.184949 -0.909790 -0.856553 0.873680 0 
5.710813 -0.602691 0.353077 0.133207 0.360741 0.736968 0 
5.711508 -0.899483 -0.430788 -0.657221 0.456375 -1.076619 0 
5.712202 0.434960 -0.049880 -0.016382 -0.402047 0.164918 0 
5.712897 -0.561747 -0.110384 0.604364 -0.002702 -0.108370 0 
5.713591 0.667545 -0.190381 -1.504639 -0.679672 0.490533 0 
5.714286 1.003842 -0.756732 0.264010 0.408434 -0.418176 0 
5.714980 0.300277 0.365890 -0.575460 0.810779 0.000508 0 
5.715675 0.379886 1.460905 -1.035594 0.494006 0.266636 0 
5.716369 0.463609 0.253924 -0.070162 1.192534 0.520873 0 
5.717064 0.597761 -0.536600 -0.661270 0.137513 0.064579 0 
